reviewer_id,title,abstract
44,Investigation of Voltage Fault Injection Attacks on NN Inference Utilizing NVM Based Weight Storage,"Abstract—This study investigates the vulnerability of Neural
Networks (NNs) with weights stored in commercial Non-Volatile
Memory (NVM) chips to Voltage Fault Injection (VFI) attack.
In particular, we present the vulnerabilities of NOR Flash and
Resistive Random Access Memory (ReRAM) chips to VFI attack.
We experimentally inject voltage glitches with ∼12% variation in
power supply compared to the data-sheet speciﬁcations. As a case
study, we implement two NNs: i) Multilayer Perceptron (MLP)
and ii) AlexNet (CNN) trained on Fashion MNIST (FMNIST)
and CIFAR-10 datasets respectively. We observe failure of read
operations in NVM chips due to VFI. The occurrences of soft
errors lead to signiﬁcant corruption (∼91% for FMNIST and
∼42% for CIFAR-10 datasets) in the trained weights read out.
Experimental results show that the inference accuracy of NNs
drops to ∼10% for FMNIST and ∼14.36% for CIFAR-10."
44,Experimental Investigation of Side-Channel Attacks on Neuromorphic Spiking Neural Networks,"Abstract—This study investigates the reliability of commonly
utilized digital spiking neurons and the potential side-channel
vulnerabilities in neuromorphic systems that employ them.
Through our experiments, we have successfully decoded the
parametric information of Izhikevich and leaky integrate-and-
ﬁre (LIF) neuron-based spiking neural networks (SNNs) using
differential power analysis. Furthermore, we have demonstrated
the practical application of extracted information from the 92%
accurate pretrained standard spiking convolution neural network
classiﬁer on the FashionMNIST dataset. These ﬁndings highlight
the potential dangers of utilizing internal information for side-
channel and denial-of-service attacks, even when using the usual
input as the attack vector."
44,Binarized-Distance Computation for performing low-power Face Recognition with optimized storage,"ABSTRACT
On-device computation capabilities based on low-power Edge-AI re-
alizations have emerged as a critical requirement for personalization-
oriented AI applications that require adaptability without retraining.
Face recognition has emerged as a very important application in
this regard in recent years. Embedding-based computations utiliz-
ing few-shot learning have emerged as the most prevalent imple-
mentation strategy in recent years. However, there has been less
focus quantization-based optimizations for such methods. In this
work, we present a fully binarized distance computing (BinDC)
framework to perform distance computations for few-shot learn-
ing using only accumulation and logic operations (XOR/XNOR).
The proposed method leads to marginal loss in accuracy of ≈2%
(for 4-bits) when validated using the IJB-C (IARPA Janus Bench-
mark – C) dataset. Using CPU-based computations on an embedded
platform for benchmarking, significant savings in memory (≈8×),
energy (≈2.5×), power (≈2×) and latency (≈"
44,A Survey of Graph and Attention Based Hyperspectral Image Classification Methods for Remote Sensing Data,"ABSTRACT
The use of Deep Learning techniques for classification in Hyper-
spectral Imaging (HSI) is rapidly growing and achieving improved
performances. Due to the nature of the data captured by sensors
that produce HSI images, a common issue is the dimensionality
of the bands that may or may not contribute to the label class dis-
tinction. Due to the widespread nature of class labels, Principal
Component Analysis is a common method used for reducing the
dimensionality. However,there may exist methods that incorporate
all bands of the Hyperspectral image with the help of the Attention
mechanism. Furthermore, to yield better spectral spatial feature
extraction, recent methods have also explored the usage of Graph
Convolution Networks and their unique ability to use node features
in prediction, which is akin to the pixel spectral makeup. In this
survey we present a comprehensive summary of Graph based and
Attention based methods to perform Hyperspectral Image Classifi-
cation for remote sensing and aerial HSI images. We also summarize
relevant datasets on which these techniques have been evaluated
and benchmark the processing techniques."
44,Impact of High-K Deposition Process on the Noise Immunity of FeFETs and their Applicability Towards In-Memory-Computing,"Abstract—This article reports the impact of the high-k material
deposition process on the low-frequency noise and reliability of
hafnium oxide-based (HfO2) ferroelectric field-effect transistors
(FeFET). A significant influence of the deposition method on the
defect densities and, subsequently, on the low-frequency noise
of FeFETs was observed. Furthermore, a correlation with the
reliability behavior was found, and improved pathways were
identified. Finally, the impact of the FeFET’s reliability on in-
memory-computing (IMC) applications was simulated."
44,NVSystolic: Heterogeneous Simulation Framework for Emerging Memories with Systolic Array,"Abstract—In recent years, hardware accelerators have shown
signiﬁcant advantages in the ﬁeld of deep neural networks. The
architecture used in such systems has high memory utilization.
To make the most of memory technology in conjunction with
compute fabric, careful study of memory optimisation is thus
necessary. NVSystolic, a heterogeneous simulation framework
based on reconﬁgurable memory subsystems with a systolic array
serving as the computing unit, is presented in this study. In
particular, Non-Volatile Memory (NVM) can be modelled by the
framework for the systolic array-based accelerator."
44,Oxide-based Memory Devices as Artificial Dendrites for Neuromorphic Hardware,"Abstract— In this paper, we propose the emulation of artifi-
cial dendrite-like behavior by utilizing Oxide-based Resistive
Memory (OxRAM) devices for brain-inspired neuromorphic
computing hardware. Through our experiments, we demon-
strate non-linear integration and excitatory/ inhibitory char-
acteristics of the proposed dendrite behavior. To demonstrate
the temporal filtering behavior i.e low pass filtering phe-
nomenon observed in biological counterpart, we characterized
our proposed electronic dendrite from 19.23 Hz to 2.38 kHz
frequency range. The proposed artificial dendrite exhibits
the linearly decreasing trend of output current gain versus
frequency. Electrical characterizations of the proposed OxRAM
based dendrite over multiple cycles ensures reliable operation.
Moreover, we compared the proposed work with other artificial
dendrite emulations in literature. Our proposed electronic
dendrite can save >5× die-area and achieves ∼2.5× higher
integration to filtering current ratio (ILRS/IHRS) as compared
to CMOS/NVM (Non-Volatile Memory) counterparts.
I."
44,Open-RIMC: Open-Source RRAM-based IMC Co-Processor with Reconfigurable Logic Mapping,"Abstract— In this study we present Open-RIMC, an open-
source RRAM-based IMC (In-memory computing) co-processor
that enables energy-efficient mapping of MAC (multiply and
accumulate) operations while providing reconfigurable logic-
mapping. The proposed RRAM-IMC IP is implemented us-
ing the open-source Skywater-130 nm PDK and a fully
open-source EDA tool-chain. Our IMC block acts as a co-
processor to the RISC-V based Caravel co-processor. We
demonstrate BNN (Binary Neural Network) as a potential
application along with analysis on impact of variability on
inference performance of the IMC-macro. We further analyze
trade-offs due to logic-mapping. The design is open-sourced
and available online at https://gitlab.com/NVM_IITD_
Research/RRAM_IMC_IITD. The proposed design can be
used for realizing efficient edge AI (artificial intelligence)
quantized neural networks (QNN).
I."
45,"RPS Pharmacy and Pharmacology Reports, 2024, 3, 1–16","Abstract 
Objectives In recent years, theranostic applications have emerged as promising tools in the fight against lung and breast cancers. This review 
aims to provide an in-depth exploration of the proof-of-concept theranostic applications of two cutting-edge nanomaterials: gold nanoparticles 
(AuNPs) and graphene.
Key findings Nanotechnology plays a revolutionary role in cancer theranostics. AuNPs’ properties include high surface plasmon resonances, ad-
vantageous surface-to-volume ratio, remarkable photothermal conversion rates, and distinctive optical characteristics. Whereas graphene boasts 
high surface areas, optical transparency, and remarkable versatility in surface functionalization. While AuNPs have long been recognized for their 
theranostic potential, this review spotlights the burgeoning role of graphene as a compelling choice for advancing theranostic applications in on-
cology with several exemplary studies. In fact, most recent advancements have witnessed the integration of AuNP-graphene nanocomposites 
in theranostic approaches targeting lung and breast cancers. Yet, there are still many intricate challenges that researchers face in harnessing the 
full potential of these nanomaterials in theranostics, from synthesis to clinical translation.
Summary This review provides valuable insights into both established and emerging nanomaterials. AuNPs show significant potential for diverse 
cancer theranostic applications, and graphene is rapidly evolving as a next-generation theranostic platform. The hybrid AuNP-graphene nanocomposite 
stands out as a promising candidate in the evolving landscape of cancer therapy, offering exciting prospects for future research and development.
Graphical Abstract"
45,Graphene/TiO<inf>2</inf> Nanocomposite based Electrochemical Biosensor Enhanced by Support Vector Machine Classification Model to Detect Different DENV Serotype IgG,"Abstract— Sequential infections by different DENV 
serotypes could lead to life-threatening complications. Thus, 
it is crucial to detect serotype specific DENV infection at 
early onset which current rapid test kits are not able to do 
so. This work presents a nano-enabled electrochemical 
biosensor for detection of serotype specific DENV infection. 
The proposed biosensor incorporated Artificial Intelligence 
(AI) as post processing tool for enhanced biosensor 
performance. The key element of the biosensor is the use of 
consensus DENV envelope protein domain-III (cEDIII) 
peptide probe that has relatively high specific affinity 
towards different DENV antibodies (IgG) serotypes. Screen-
printed carbon electrode (SPCE) was modified with 
graphene/titanium dioxide (G/TiO2) nanocomposite for 
improved electron charge transfer. The immunosensor 
exhibited high sensitivity towards two different DENV IgG 
serotype, namely DENV1 IgG and DENV2 IgG with limit of 
detection (LOD) of 14.05 ng/mL and 10.56 ng/mL 
respectively. The linear working range for DENV1 IgG and 
DENV2 IgG were 562.5-9000 ng/mL and 3"
